Love & Mercy,http://www.rottentomatoes.com/m/love_and_mercy/,0.9999999999999998,0.02462554001968749,0.05629001817299461,0.10051395249672558,0.07242392298687819,0.10345100818409071,0.08911001199648841,0.10123922392528137,0.03049518194378332,0.39104962047971714,0.030341091334092515,0.0054898376652395805,0.048250124894961194,0.06535481045359069,0.21822176646311145,0.02263756259998355,0.0054772177847046116,0.11847651894081652,0.1181303793147373,0.1597241806938416,0.014680673905867301,0.14153559025902443,0.12287134232701705,
Aloha,http://www.rottentomatoes.com/m/aloha_2015/,0.02462554001968749,0.9999999999999999,0.2493603603634984,0.25994427216473864,0.17635850865246602,0.18551778946483694,0.09095598176316425,0.028194547549769702,0.14133161738297378,0.06296979948182481,0.0769985133053981,0.0024119729179084004,0.0,0.051609931107113746,0.06239369220312874,0.01156529998011351,0.4801739963491531,0.4586684706847792,0.0,0.005800104042589116,0.06510862333152337,0.02707029900608836,0.08235004847302561,
Pitch Perfect 2,http://www.rottentomatoes.com/m/pitch_perfect_2/,0.05629001817299461,0.2493603603634984,1.0,0.21095295250231022,0.11907856841515915,0.11763538000755687,0.09233953178024523,0.0709299744743352,0.3291417772916281,0.1877389049341673,0.04762395749169207,0.01523544486210082,0.22504864385105097,0.17299632590156014,0.15285408725787938,0.03568257395268117,0.2139204527566664,0.20535922891871444,0.0,0.07780824149261606,0.11204959943615776,0.035127146116710396,0.06685333478193187,
Hot Pursuit,http://www.rottentomatoes.com/m/dont_mess_with_texas_2014/,0.10051395249672558,0.25994427216473864,0.21095295250231022,1.0,0.23853428774020188,0.14836592482614014,0.08224145645739617,0.08624529538696497,0.3490240729475961,0.37440036071157473,0.05604075582847761,0.009778038258197301,0.03116210474192301,0.19150343083349655,0.020003026552224905,0.03544058376451743,0.5924312513082246,0.4932578438023167,0.0,0.12630565276443273,0.09107434709871141,0.04791064641366802,0.07357557725030758,
The Intern,http://www.rottentomatoes.com/m/the_intern/,0.07242392298687819,0.17635850865246602,0.11907856841515915,0.23853428774020188,0.9999999999999999,0.10135004137511418,0.0708919963470604,0.05111422841835562,0.12461361145475207,0.19008305221628902,0.03748506480729405,0.004624331740610281,0.04016779582810938,0.071483184116431,0.010025996496743668,0.028443874930954585,0.23289551960301913,0.2207750406078622,0.0,0.23753924998405118,0.04400351032353258,0.022658402132773762,0.16572845635181585,
The Age of Adaline,http://www.rottentomatoes.com/m/the_age_of_adaline/,0.10345100818409071,0.18551778946483694,0.11763538000755687,0.14836592482614014,0.10135004137511418,0.9999999999999999,0.10521707895180828,0.09742860869528293,0.0841529311418064,0.16643275750284395,0.3159115286674301,0.008860232221584885,0.0760800152805228,0.020975549324858705,0.037835698832525716,0.042025054780460105,0.1385888824987664,0.13503517736570667,0.0,0.1482592527563413,0.04207680050632921,0.13631727265363408,0.15296211642068142,
The Green Inferno,http://www.rottentomatoes.com/m/the_green_inferno/,0.08911001199648841,0.09095598176316425,0.09233953178024523,0.08224145645739617,0.0708919963470604,0.10521707895180828,1.0,0.15097928177033526,0.08139189899131918,0.1754672779010895,0.039298554604217155,0.12974647047989488,0.06274816816079026,0.05919564249011243,0.08471214440447931,0.030586069442581614,0.0799219164126965,0.18192670773901023,0.0,0.14907612335446846,0.11160925064948654,0.022479080800559253,0.0827289320355949,
Everest,http://www.rottentomatoes.com/m/everest_2015/,0.10123922392528137,0.028194547549769702,0.0709299744743352,0.08624529538696497,0.05111422841835562,0.09742860869528293,0.15097928177033526,1.0000000000000002,0.06275076219869932,0.12741460254407586,0.07143940003339445,0.05821425939444253,0.044328442104729145,0.2891754048602166,0.07278960863796195,0.03613608863751953,0.03675947514935576,0.04685087799251482,0.0,0.14904275505816575,0.056312766202889705,0.015180818958359791,0.15224267978732117,
Paul Blart: Mall Cop 2,http://www.rottentomatoes.com/m/paul_blart_mall_cop_2/,0.03049518194378332,0.14133161738297378,0.3291417772916281,0.3490240729475961,0.12461361145475207,0.0841529311418064,0.08139189899131918,0.06275076219869932,1.0,0.08047753584404284,0.03175501942662185,0.10779262497149882,0.030100147138706557,0.16698488641088355,0.02608978597521564,0.022296555270458977,0.38539883842773165,0.19649506074131187,0.0,0.08549764333782285,0.17528842993532578,0.020691783157502336,0.036740199534730476,
Straight Outta Compton,http://www.rottentomatoes.com/m/straight_outta_compton/,0.39104962047971714,0.06296979948182481,0.1877389049341673,0.37440036071157473,0.19008305221628902,0.16643275750284395,0.1754672779010895,0.12741460254407586,0.08047753584404284,0.9999999999999998,0.06600489198631826,0.024247553129460128,0.111865685085575,0.19899596158962804,0.0947173454446091,0.06411783946882756,0.046547030424576655,0.18533982706647664,0.0,0.29917054419576417,0.031183952058137742,0.03997621349173964,0.15855053631653993,
Cinderella,http://www.rottentomatoes.com/m/cinderella_2013/,0.030341091334092515,0.0769985133053981,0.04762395749169207,0.05604075582847761,0.03748506480729405,0.3159115286674301,0.039298554604217155,0.07143940003339445,0.03175501942662185,0.06600489198631826,1.0,0.004233477134044812,0.027599407511048245,0.03758390922080719,0.09348347016550743,0.2136222413695837,0.053112596381820976,0.02686733082536535,0.0,0.05470996064673583,0.029952402601621398,0.01326785420301831,0.06358103132777444,
The Anomaly,http://www.rottentomatoes.com/m/the_anomaly/,0.0054898376652395805,0.0024119729179084004,0.01523544486210082,0.009778038258197301,0.004624331740610281,0.008860232221584885,0.12974647047989488,0.05821425939444253,0.10779262497149882,0.024247553129460128,0.004233477134044812,1.0000000000000002,0.006445900174239278,0.2863250328737169,0.24754210211929245,0.07906302107773684,0.010749341474304095,0.15387479582267893,0.0,0.07463304599832973,0.09432692385096429,0.0262099939957813,0.0037368610365153937,
Stonewall,http://www.rottentomatoes.com/m/stonewall_2015/,0.048250124894961194,0.0,0.22504864385105097,0.03116210474192301,0.04016779582810938,0.0760800152805228,0.06274816816079026,0.044328442104729145,0.030100147138706557,0.111865685085575,0.027599407511048245,0.006445900174239278,1.0,0.0031118117417866047,0.0538289579631589,0.02442078634815174,0.0,0.029991037972881385,0.0,0.09256004418996905,0.04114298344958838,0.0,0.02436266583364679,
Furious 7,http://www.rottentomatoes.com/m/furious_7/,0.06535481045359069,0.051609931107113746,0.17299632590156014,0.19150343083349655,0.071483184116431,0.020975549324858705,0.05919564249011243,0.2891754048602166,0.16698488641088355,0.19899596158962804,0.03758390922080719,0.2863250328737169,0.0031118117417866047,1.0,0.01676006738022651,0.007977454957619333,0.04719220195668188,0.3119807992036033,0.0,0.06205982767079088,0.03805625319300039,0.084174921481082,0.08264415395859681,
Legend,http://www.rottentomatoes.com/m/legend_2015/,0.21822176646311145,0.06239369220312874,0.15285408725787938,0.020003026552224905,0.010025996496743668,0.037835698832525716,0.08471214440447931,0.07278960863796195,0.02608978597521564,0.0947173454446091,0.09348347016550743,0.24754210211929245,0.0538289579631589,0.01676006738022651,1.0000000000000002,0.09663151073301711,0.0,0.0554614563398698,0.09811463556101135,0.06332155896379872,0.017550290798445438,0.08545768693375752,0.092304795548357,
The Martian,http://www.rottentomatoes.com/m/the_martian/,0.02263756259998355,0.01156529998011351,0.03568257395268117,0.03544058376451743,0.028443874930954585,0.042025054780460105,0.030586069442581614,0.03613608863751953,0.022296555270458977,0.06411783946882756,0.2136222413695837,0.07906302107773684,0.02442078634815174,0.007977454957619333,0.09663151073301711,1.0000000000000002,0.051542601418099236,0.026995616782683536,0.0,0.04881791924908847,0.0200601947668584,0.021285910573855853,0.03033748312306546,
The Visit,http://www.rottentomatoes.com/m/the_visit_2015/,0.0054772177847046116,0.4801739963491531,0.2139204527566664,0.5924312513082246,0.23289551960301913,0.1385888824987664,0.0799219164126965,0.03675947514935576,0.38539883842773165,0.046547030424576655,0.053112596381820976,0.010749341474304095,0.0,0.04719220195668188,0.0,0.051542601418099236,1.0,0.4601859962161047,0.0,0.025849087474144595,0.14582328044593432,0.12064309912745437,0.10192618718634067,
Mississippi Grind,http://www.rottentomatoes.com/m/mississippi_grind/,0.11847651894081652,0.4586684706847792,0.20535922891871444,0.4932578438023167,0.2207750406078622,0.13503517736570667,0.18192670773901023,0.04685087799251482,0.19649506074131187,0.18533982706647664,0.02686733082536535,0.15387479582267893,0.029991037972881385,0.3119807992036033,0.0554614563398698,0.026995616782683536,0.4601859962161047,1.0,0.0,0.06869944421086831,0.10434510198359818,0.42652943805917287,0.10973305800327267,
Shanghai,http://www.rottentomatoes.com/m/shanghai/,0.1181303793147373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09811463556101135,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,
True Story,http://www.rottentomatoes.com/m/true_story_2014/,0.1597241806938416,0.005800104042589116,0.07780824149261606,0.12630565276443273,0.23753924998405118,0.1482592527563413,0.14907612335446846,0.14904275505816575,0.08549764333782285,0.29917054419576417,0.05470996064673583,0.07463304599832973,0.09256004418996905,0.06205982767079088,0.06332155896379872,0.04881791924908847,0.025849087474144595,0.06869944421086831,0.0,1.0,0.10671735684430679,0.022200098051527967,0.14654683430259133,
Hotel Transylvania 2,http://www.rottentomatoes.com/m/hotel_transylvania_2/,0.014680673905867301,0.06510862333152337,0.11204959943615776,0.09107434709871141,0.04400351032353258,0.04207680050632921,0.11160925064948654,0.056312766202889705,0.17528842993532578,0.031183952058137742,0.029952402601621398,0.09432692385096429,0.04114298344958838,0.03805625319300039,0.017550290798445438,0.0200601947668584,0.14582328044593432,0.10434510198359818,0.0,0.10671735684430679,1.0000000000000002,0.015275874541653484,0.04732213243939674,
Unfriended,http://www.rottentomatoes.com/m/unfriended/,0.14153559025902443,0.02707029900608836,0.035127146116710396,0.04791064641366802,0.022658402132773762,0.13631727265363408,0.022479080800559253,0.015180818958359791,0.020691783157502336,0.03997621349173964,0.01326785420301831,0.0262099939957813,0.0,0.084174921481082,0.08545768693375752,0.021285910573855853,0.12064309912745437,0.42652943805917287,0.0,0.022200098051527967,0.015275874541653484,1.0000000000000002,0.106178678358089,
The Walk,http://www.rottentomatoes.com/m/the_walk_2015/,0.12287134232701705,0.08235004847302561,0.06685333478193187,0.07357557725030758,0.16572845635181585,0.15296211642068142,0.0827289320355949,0.15224267978732117,0.036740199534730476,0.15855053631653993,0.06358103132777444,0.0037368610365153937,0.02436266583364679,0.08264415395859681,0.092304795548357,0.03033748312306546,0.10192618718634067,0.10973305800327267,0.0,0.14654683430259133,0.04732213243939674,0.106178678358089,1.0,
